0,0,0
14,0,7
350,58,0
58,11,0
0,0,0
0,0,0
0,0,0
0,0,0
203,2,11
0,0,0
0,0,0
0,0,0
0,0,0
47,0,0
0,0,0
21,0,8
0,0,0
1,2,1
96,0,10
0,0,0
5,0,4
0,0,0
44,3,0
0,0,0
0,0,0
0,0,0
0,0,0
19,1,0
0,0,0
159,0,24
75,0,2
50,0,2
