rev, All, Ekstazi, rts-trace
rev_1,  26.293,  13.772,  47.791
rev_2,  11.130,  7.852, 5.602
rev_3,  11.751,  7.445, 6.100
rev_4,  12.595,  6.314, 5.503
rev_5,  12.647,  5.966, 5.990
rev_6,  11.605,  5.544, 6.046
rev_7,  34.376,  7.659, 6.236
rev_8, 71,  7.830, 5.420
rev_9,  8.690,  8.189, 6.310
rev_10,  8.226,  7.594,  4.006
rev_11,  8.261,  7.960,  5.329
rev_12,  8.924,  4.917,  5.644
rev_13,  11.070,  9.701,  5.053
rev_14, fail
rev_15,  10.129,  9.615,  4.230
rev_16,  10.088,  4.916,  7.618
rev_17,  11.398,  10.496,  4.524
rev_18,  10.728,  10.860,  5.581
rev_19,  11.941,  5.620,  4.755
rev_20,  11.151,  5.889, 5.720
rev_21,  10.739,  5.356, 6.135
rev_22,  45.946,  5.295, 5.923
rev_23,  14.286,  5.719, 6.101
rev_24,  13.760,  7.153, 6.346
rev_25,  14.888,  6.592, 5.637
rev_26, fail
rev_27, fail
rev_28, fail
rev_29, fail
rev_30, fail
rev_31, fail
rev_32, fail
rev_33, fail
rev_34, fail
rev_35, fail
rev_36, fail
rev_37, fail
rev_38, fail
rev_39, fail
rev_40, fail
rev_41, fail
rev_42, fail
rev_43, fail
rev_44, fail
rev_45, fail
rev_46, fail
