223,1,223
229,0,0
241,6,62
0,1,0
0,0,0
0,1,0
230,1,0
0,0,0
242,1,242
242,1,0
0,0,0
0,1,0
114,0,114
0,1,0
330,5,8
0,1,0
1,1,0
5,5,0
0,2,0
281,1,0
