3,1,0
3,1,0
0,0,0
2,1,0
0,0,0
20,1,0
30,2,1
29,1,2
29,0,2
0,0,0
29,0,4
27,0,2
29,0,2
29,0,2
29,0,4
19,1,1
37,1,1
