rev, All, Ekstazi, rts-trace
rev_1, fail
rev_2, fail
rev_3,  16.953
rev_4, fail
rev_5, fail
rev_6,  16.965,  30.634, 
rev_7,  17.309,  24.072, 13.103
rev_8,  17.212,  31.024, 19.270
rev_9,  22.123,  30.860, 28.229
rev_10, fail
rev_11, fail
rev_12, fail
rev_13, fail
rev_14, fail
rev_15, fail
rev_16, fail
rev_17,  19.060,  32.632, fail
rev_18,  17.679,  22.857,  17.166
rev_19,  17.581,  34.316,  11.239
rev_20,  17.972,  23.641, fail
rev_21,  24.801,  40.096, 33.451
rev_22,  18.760,  17.556, 13.942
rev_23,  24.052,  22.513, 30.669
rev_24,  17.724,  16.752, 29.227
rev_25,  17.999,  15.911, 14.073
rev_26,  19.036,  17.894, 20.385
rev_27,  24.306,  34.499, 22.759
rev_28,  18.658,  17.743, 26.293
rev_29, fail
rev_30, fail
rev_31, fail
rev_32, fail
rev_33, fail
rev_34, fail
rev_35, fail
rev_36, fail
rev_37, fail
rev_38, fail
rev_39, fail
rev_40, fail
rev_41, fail
rev_42, fail
rev_43, fail
rev_44, fail
rev_45,  19.475,  41.183, 49.662
rev_46,  30.040,  22.407, fail
rev_47,  29.005,  34.614, 34.105
rev_48,  19.279,  30.432, 22.287
rev_49,  18.334,  21.300, 19.527
rev_50,  17.045,  35.105, 33.507
