ClassID,MethodID,ClassName,MethodName,MethodDesc,Access,SourceFileName,MethodHash
0,0,org/slf4j/LoggerFactory,<init>,()V,2,LoggerFactory.java,66c924b2b1044a4bce2196d1b6d43c5b655e48f8
0,1,org/slf4j/LoggerFactory,reset,()V,8,LoggerFactory.java,6636aba43e7fc3529f9ebdd576d41c44381197a0
0,2,org/slf4j/LoggerFactory,performInitialization,()V,26,LoggerFactory.java,664d1d0b485f7cd97c7174647f1f2c748b7f43d8
0,3,org/slf4j/LoggerFactory,messageContainsOrgSlf4jImplStaticLoggerBinder,(Ljava/lang/String;)Z,10,LoggerFactory.java,a5bf3ce78bbba9557f675df49967499d1cb73d0d
0,4,org/slf4j/LoggerFactory,bind,()V,26,LoggerFactory.java,a93407a753f3fa3cb64efa33add83c3699d80306
0,5,org/slf4j/LoggerFactory,postBindCleanUp,()V,10,LoggerFactory.java,39da368a9ff7add44a438cc5881b79f98fc40526
0,6,org/slf4j/LoggerFactory,fixSubstituteLoggers,()V,10,LoggerFactory.java,35cf9600d0010d068797158f558fce342bd1db50
0,7,org/slf4j/LoggerFactory,failedBinding,(Ljava/lang/Throwable;)V,8,LoggerFactory.java,5e3f87460ee521a131b58bd6902a0d879fce43a2
0,8,org/slf4j/LoggerFactory,replayEvents,()V,10,LoggerFactory.java,edae8762dbeea79ba620e4a75e139e7705f7e6d4
0,9,org/slf4j/LoggerFactory,emitReplayOrSubstituionWarning,(Lorg/slf4j/event/SubstituteLoggingEvent;I)V,10,LoggerFactory.java,424d5280119d47190394e7e6cc9c01ba6ac25e3a
0,10,org/slf4j/LoggerFactory,replaySingleEvent,(Lorg/slf4j/event/SubstituteLoggingEvent;)V,10,LoggerFactory.java,4f467492326c2f586ed9b0b578b180e31bc4ead9
0,11,org/slf4j/LoggerFactory,emitSubstitutionWarning,()V,10,LoggerFactory.java,8a6c9d8d69798886d2e68081f59fdf4417234124
0,12,org/slf4j/LoggerFactory,emitReplayWarning,(I)V,10,LoggerFactory.java,647eeaeefa1c867e1554f777eeddbd3d0b072ce9
0,13,org/slf4j/LoggerFactory,versionSanityCheck,()V,26,LoggerFactory.java,52424a0624c960dbbac799ba1cc3cb4d368bbb1f
0,14,org/slf4j/LoggerFactory,findPossibleStaticLoggerBinderPathSet,()Ljava/util/Set;,8,LoggerFactory.java,7a4fdbf619e0ec3d94f9e44e02e6bb4eee18d1d3
0,15,org/slf4j/LoggerFactory,isAmbiguousStaticLoggerBinderPathSet,(Ljava/util/Set;)Z,10,LoggerFactory.java,ba3b45631cf0fcdb4018c46e42a7df55ef89e0fc
0,16,org/slf4j/LoggerFactory,reportMultipleBindingAmbiguity,(Ljava/util/Set;)V,10,LoggerFactory.java,3a39f7438ac4a5fc2866906c792ef91e0eda1210
0,17,org/slf4j/LoggerFactory,isAndroid,()Z,10,LoggerFactory.java,873c41506619b502420faaa0db88e051cb0307e2
0,18,org/slf4j/LoggerFactory,reportActualBinding,(Ljava/util/Set;)V,10,LoggerFactory.java,5de15331c37cb0ea752ca63e420e3a2932f72f43
0,19,org/slf4j/LoggerFactory,getLogger,(Ljava/lang/String;)Lorg/slf4j/Logger;,9,LoggerFactory.java,a0b44af9f122fac82cc7b4713e4b6def38d92dc9
